gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,MonthlyCharges_category
0,-0.4474048350192824,0,0,-1.0849985807605227,0,1.0,1,-0.5259007940997222,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
0,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,0.908403875519345,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2
1,2.235112188621971,1,0,0.34072290006943906,1,0.0,1,0.9798698092315347,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,2
1,2.235112188621971,1,0,1.2776255874719855,1,2.0,0,-1.3103640664753882,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,1,1,0.5443973973308622,1,1.0,0,-0.27161502996100007,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1
1,-0.4474048350192824,1,1,0.34072290006943906,1,1.0,0,0.11396861239314082,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1
0,-0.4474048350192824,1,0,1.3998302858288394,1,2.0,0,-1.5098038814861507,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
0,-0.4474048350192824,0,0,-1.0849985807605227,1,0.0,1,0.8319519464318856,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2
0,-0.4474048350192824,0,1,0.5443973973308622,1,0.0,1,0.6557801098390456,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
1,-0.4474048350192824,0,0,-1.0849985807605227,1,0.0,1,0.4613262902035523,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
1,2.235112188621971,1,0,1.6035047830902625,1,2.0,1,0.6557801098390456,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2
0,-0.4474048350192824,1,0,1.1554208891151316,1,0.0,1,1.3721014454193674,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,0,0,1.1961557885674161,1,2.0,1,-1.305378071100119,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,0,0,-0.18883079281026105,1,0.0,0,-0.346404960590036,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1
0,-0.4474048350192824,1,0,1.5627698836379778,1,2.0,0,-1.5280858645288038,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,0,1,-0.39250529007168417,1,0.0,1,-0.3247989806305368,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
0,-0.4474048350192824,0,0,-1.2479381785696613,0,0.0,1,-1.135854228340971,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,2.235112188621971,0,0,-0.47397508897625346,1,0.0,1,1.0546597398605706,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2
1,-0.4474048350192824,0,1,0.7888067940445699,1,1.0,0,-1.5098038814861507,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,0,0,0.9517463918537085,1,2.0,1,-1.5131278784029967,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,0,0,-0.3517703906193996,1,1.0,0,-1.4832119061513822,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,-0.4474048350192824,0,0,0.5851322967831468,1,2.0,0,0.3117464289454804,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2,2
1,-0.4474048350192824,1,0,0.992481291305993,1,0.0,1,1.2624095471634482,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,2,2
0,-0.4474048350192824,0,0,-0.8813240834990996,1,0.0,0,0.33833840428024864,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,2.235112188621971,1,1,1.114685989662847,1,0.0,1,0.9366578493125362,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2
1,-0.4474048350192824,0,0,-1.288673078021946,0,0.0,0,-1.3519140279359636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2.235112188621971,0,0,0.5443973973308622,1,1.0,1,0.8718399094340383,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2
1,-0.4474048350192824,0,0,-1.0442636813082382,1,0.0,1,-1.533071859904073,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,0,0,-0.7591193851422458,1,1.0,1,-1.3386180402685797,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,-0.4474048350192824,1,0,1.2776255874719855,1,1.0,1,1.057983736777417,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,2,2
0,2.235112188621971,0,0,-1.2479381785696613,1,0.0,1,0.1505325784784471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,2.235112188621971,0,0,-1.288673078021946,1,0.0,1,0.6624281036727377,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
1,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,1.2092255964939118,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2
1,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,0.677386089798545,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,1,1,-0.7998542845945305,1,0.0,0,-1.538057855279342,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
0,-0.4474048350192824,1,1,-0.39250529007168417,1,2.0,0,-1.3286460495180412,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
1,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,0,-1.5181138737782658,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,0,0,-1.1257334802128074,1,0.0,1,-0.5275627925581452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,2.235112188621971,0,0,-0.2295656922625457,1,0.0,0,0.772120001928657,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2
0,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,1.6762471633107805,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,0.4845942686214747,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
0,-0.4474048350192824,1,1,-1.288673078021946,1,0.0,1,-0.6887766430251783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.4474048350192824,1,0,1.3590953863765547,1,0.0,1,1.327227487041946,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,1,1,-0.025891195001122566,1,2.0,0,0.28349245515228877,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,2,2
0,-0.4474048350192824,1,1,1.3998302858288394,1,2.0,0,0.9649118231057273,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-1.166468379665092,1,0.0,0,0.8502339294745392,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
0,-0.4474048350192824,1,1,1.4405651852811239,1,2.0,1,0.6424841221716616,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,2
1,-0.4474048350192824,0,0,-0.9220589829513843,1,0.0,1,-0.6721566584409481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,-0.4474048350192824,0,0,-0.5961797873331073,1,0.0,0,-1.53140986144565,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,2.235112188621971,0,0,-0.7591193851422458,1,0.0,1,0.5078622470393966,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
0,2.235112188621971,1,0,1.5627698836379778,1,2.0,1,1.1410836596985678,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,2,2
1,-0.4474048350192824,1,0,0.21851820171258518,1,1.0,0,0.13058859697737102,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1
0,-0.4474048350192824,1,1,-1.166468379665092,1,0.0,1,0.6940060743827752,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
0,-0.4474048350192824,1,1,0.05557860390344668,1,1.0,1,-1.3120260649338111,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
1,-0.4474048350192824,0,0,1.6035047830902625,1,2.0,0,0.6973300712996211,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,1,1,1.0332161907582778,1,2.0,0,0.21701251681536793,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2,2
1,-0.4474048350192824,1,1,0.46292759842629294,1,1.0,1,-1.4815499076929592,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,-0.4474048350192824,0,0,1.31836048692427,1,0.0,1,1.465173359091057,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,0,0,-0.5147099884285381,1,0.0,1,0.7987119772634252,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,-0.4474048350192824,1,0,0.21851820171258518,1,0.0,0,0.8851358971014226,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
1,-0.4474048350192824,0,0,-0.4332401895239688,1,0.0,1,1.2059015995770654,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2
0,-0.4474048350192824,0,0,-1.0035287818559535,1,1.0,0,-0.2284030700420014,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2.235112188621971,1,1,1.6035047830902625,1,2.0,1,0.833613944890309,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,1,1.5627698836379778,1,2.0,1,0.1920825399390226,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,2
0,-0.4474048350192824,1,1,1.5627698836379778,1,2.0,0,0.41479033336770754,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2,2
1,2.235112188621971,0,0,0.09631350335573131,1,1.0,1,0.2635484736512127,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,2
1,-0.4474048350192824,1,0,1.5627698836379778,1,1.0,0,-1.469915918483998,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,0
1,2.235112188621971,1,0,0.17778330226030056,1,0.0,1,0.6856960820906601,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
1,2.235112188621971,0,0,-1.2479381785696613,1,0.0,1,-0.6771426538162171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.4474048350192824,1,1,1.6035047830902625,0,2.0,1,-0.37465893438322745,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2,1
0,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,1.1161536828222227,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,-0.14809589335797643,1,1.0,0,-0.23505106387569358,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1
1,-0.4474048350192824,0,0,-0.47397508897625346,1,1.0,1,-1.4865359030682284,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-1.5014938891940355,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,2.235112188621971,0,0,0.5851322967831468,1,0.0,1,0.9964897938157649,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2
0,2.235112188621971,0,0,-1.288673078021946,1,0.0,1,-1.5164518753198426,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,-0.4474048350192824,1,0,1.5220349841856933,0,1.0,1,-0.4660688495964936,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,1
0,-0.4474048350192824,0,0,-1.1257334802128074,1,0.0,1,0.6690760975064299,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
1,-0.4474048350192824,0,0,-0.840589184046815,1,0.0,1,-0.5325487879334144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.4474048350192824,1,0,-0.7183844856899612,1,0.0,0,0.3416624011970945,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1,2.235112188621971,0,0,-0.6776495862376766,0,0.0,1,-0.8666104780764415,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
1,-0.4474048350192824,0,0,-0.5554448878808227,1,1.0,0,-1.538057855279342,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
1,-0.4474048350192824,1,1,0.21851820171258518,1,0.0,1,1.1992536057433736,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,2
1,-0.4474048350192824,0,0,-0.6776495862376766,1,0.0,0,-1.4981698922771896,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
1,-0.4474048350192824,0,1,-1.2072032791173766,1,0.0,0,0.8901218924766914,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2
0,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,0,-1.4765639123176904,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,-0.4474048350192824,1,0,1.3998302858288394,1,2.0,1,1.5283293005111316,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2
0,2.235112188621971,1,0,0.9110114924014238,1,0.0,1,0.677386089798545,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,2
0,-0.4474048350192824,0,0,0.5036624978785775,1,0.0,1,0.8053599710971174,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,2
0,-0.4474048350192824,1,1,-0.025891195001122566,1,0.0,0,0.373240371907132,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,2,2
1,2.235112188621971,1,0,-0.47397508897625346,1,0.0,1,0.1339125938942169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,-0.4474048350192824,1,1,-0.6776495862376766,1,0.0,0,-1.4848739046098054,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,-0.4474048350192824,0,0,-0.636914686785392,1,1.0,0,0.4912422624551664,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,2
0,-0.4474048350192824,1,1,-1.288673078021946,1,0.0,1,0.1339125938942169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,2.235112188621971,1,0,-1.288673078021946,1,0.0,1,0.9981517922741878,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
0,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,0,-1.4815499076929592,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,0
0,-0.4474048350192824,0,0,0.014843704451162058,1,0.0,1,-0.1386551532871584,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1
1,-0.4474048350192824,1,0,0.6258671962354314,1,2.0,1,-1.4965078938187666,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,2.235112188621971,1,0,1.1961557885674161,1,0.0,1,0.8219799556813476,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,-0.5147099884285381,1,0.0,1,-1.534733858362496,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,2.235112188621971,0,0,0.2592531011648698,1,0.0,0,0.8518959279329622,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2
0,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,0,-1.4881979015266515,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,2.235112188621971,1,0,0.7073369951400007,1,0.0,1,0.9964897938157649,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,2
1,-0.4474048350192824,0,0,-0.4332401895239688,1,1.0,0,-1.4881979015266515,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,2.235112188621971,0,0,0.9517463918537085,1,1.0,1,1.558245272762746,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,1,0.7888067940445699,1,1.0,1,-1.4848739046098054,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,2,0
1,-0.4474048350192824,0,0,-1.1257334802128074,1,0.0,0,-1.4998318907356125,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,2.235112188621971,0,0,-1.288673078021946,0,0.0,1,-0.9513723994560155,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,2.235112188621971,0,0,0.3814577995217237,1,0.0,1,1.318917494749831,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,1,1,-1.0442636813082382,1,1.0,0,-1.4765639123176904,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,0,0,0.9517463918537085,0,0.0,1,-0.6721566584409481,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1
1,2.235112188621971,0,0,-1.288673078021946,1,0.0,0,-0.7004106322341395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.4474048350192824,1,0,0.13704840280801595,1,0.0,0,0.5095242454978199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
0,2.235112188621971,0,0,-1.2479381785696613,1,0.0,1,-0.28324901916996126,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.4474048350192824,0,1,0.7073369951400007,1,2.0,0,0.1754625553547924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2
1,-0.4474048350192824,1,1,0.3814577995217237,0,2.0,0,-0.5624647601850288,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2,1
0,-0.4474048350192824,1,0,1.6035047830902625,1,2.0,1,0.8602059202250774,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,-0.9220589829513843,1,0.0,1,0.9898417999820727,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2
1,-0.4474048350192824,1,0,0.014843704451162058,1,2.0,1,-0.13366915791188938,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1
1,2.235112188621971,0,0,-1.166468379665092,1,0.0,1,0.18543454610533092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,1,0,1.4405651852811239,1,2.0,1,1.4934273328842482,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,2,2
1,-0.4474048350192824,1,1,0.46292759842629294,1,0.0,1,0.9266858585619981,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2
1,2.235112188621971,0,0,-1.288673078021946,1,0.0,1,0.2851544536107122,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,0,0,-0.4332401895239688,1,1.0,1,-0.3297849760058058,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
0,-0.4474048350192824,0,0,-1.1257334802128074,1,0.0,0,-0.4826888341807238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2.235112188621971,1,1,0.5851322967831468,1,0.0,0,0.1821105491884846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
0,-0.4474048350192824,1,1,0.34072290006943906,1,1.0,1,1.2142115918691805,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2
1,-0.4474048350192824,1,0,-0.840589184046815,1,1.0,0,-1.5048178861108816,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,-0.4474048350192824,0,0,-1.0442636813082382,1,0.0,1,0.14887058002002418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,-0.4474048350192824,1,1,0.4221926989740083,1,1.0,1,0.22698450756590643,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2
0,-0.4474048350192824,1,0,-0.5961797873331073,0,0.0,1,-0.8649484796180186,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
1,-0.4474048350192824,1,1,0.5036624978785775,1,1.0,1,0.9948277953573419,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,2
0,-0.4474048350192824,1,0,0.34072290006943906,1,1.0,1,1.308945503999293,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2
0,-0.4474048350192824,0,0,-0.636914686785392,1,1.0,0,-1.4965078938187666,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,2.235112188621971,0,0,-1.288673078021946,0,0.0,1,-0.8450044981169423,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1,-0.4474048350192824,0,0,1.4405651852811239,1,2.0,0,-1.3469280325606947,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,2,0
1,-0.4474048350192824,0,0,-0.840589184046815,1,1.0,0,-1.3336320448933103,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-0.4474048350192824,0,0,-0.7183844856899612,1,0.0,1,0.602596159169509,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2
0,-0.4474048350192824,0,0,0.09631350335573131,1,0.0,0,-1.523099869153535,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,0,0,1.5220349841856933,1,2.0,0,0.8203179572229247,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,2,2
0,-0.4474048350192824,0,0,0.5443973973308622,1,2.0,0,0.4696362824956674,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,2
0,-0.4474048350192824,0,0,-0.47397508897625346,1,1.0,1,1.312269500916139,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,2
0,-0.4474048350192824,0,1,-1.2479381785696613,1,0.0,1,-1.5114658799445737,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,-0.4474048350192824,0,0,-1.2072032791173766,1,0.0,1,-1.4898598999850743,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,-0.4474048350192824,1,1,-0.39250529007168417,1,1.0,1,-0.24336105616780868,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1
0,-0.4474048350192824,0,0,-0.5961797873331073,1,0.0,1,0.20039253223113773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1,2.235112188621971,0,0,1.3998302858288394,1,2.0,1,1.328889485500369,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,0,0,-1.288673078021946,1,0.0,1,-0.6854526461083321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,0,-1.4881979015266515,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
0,-0.4474048350192824,0,1,-0.7998542845945305,1,1.0,1,1.298973513248755,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,2
1,-0.4474048350192824,1,1,-0.3517703906193996,1,1.0,0,-1.4898598999850743,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
0,2.235112188621971,0,0,-1.2072032791173766,1,0.0,1,0.17712455381321582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1,-0.4474048350192824,1,1,-0.9220589829513843,1,1.0,0,-1.4832119061513822,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,-0.4474048350192824,1,0,-0.31103549116711493,1,0.0,1,0.9998137907326111,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,2
0,-0.4474048350192824,1,1,0.4221926989740083,1,2.0,0,0.33667640582182573,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2
1,2.235112188621971,0,0,-0.7183844856899612,1,0.0,1,0.4762842763293596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2
1,-0.4474048350192824,1,0,-1.288673078021946,0,0.0,1,-0.48933682801441575,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
1,-0.4474048350192824,0,1,0.8702765929491392,1,1.0,1,-0.13533115637031232,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,1
0,-0.4474048350192824,1,1,1.6035047830902625,1,2.0,1,-1.290420084974312,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,0
1,2.235112188621971,0,0,-0.7183844856899612,1,0.0,1,0.5028762516641279,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
1,-0.4474048350192824,0,0,0.2999880006171544,0,1.0,0,-0.10042918874342897,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,2,1
1,-0.4474048350192824,0,0,-1.2479381785696613,1,0.0,1,0.15718057231213928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
