title,type,genre,release_year,duration,rating,country,date_added
Midnight Fall 20,Movie,Documentary,2005.0,133 min,,Japan,2018-12-29
Shadow Love 21,Movie,,2006.0,79 min,8.5,Canada,2022-08-11
Wild Life 22,Movie,Fantasy,1993.0,123 minute,6.1,Italy,
Mystery 23,movie,Sci-Fi,2022.0,,5.4,   ,2017-02-04
Secret War 24,Movie,crime,2008.0,109 min,,POLAND,2017-10-02
Soul 25,Movie,  DOCUMENTARY  ,1997.0,127 min,6.3,  Germany,2022-03-09
Blood War 26,Movie,History,1997.0,113 min,,,2015-10-05
  Wild Revenge 27  ,Movie,Music,1993.0,180 min,6.1,Japan,2016-05-31
Shadow Story 28,Movie,Sci-Fi,1986.0,165 min,6.5,CANADA  ,2016-03-19
First Mystery 29,TV Show,Mystery,2007.0,8 Seasons,,   ,2015-06-01
   ,Movie,  Horror,1984.0,75 min,8.6,,2020-01-20
First Justice 31,Movie,Sci-Fi,2019.0,164min,-0.3147795067051573,,2017-01-22
Revenge 32,TV Show,Horror,1994.0,7 Seasons,8.4,Egypt,2023-06-16
Hidden Death 33,Movie,Family,2013.0,106 min,   ,Thailand,2019-03-29
Secret Awakening 34,Movie,,1984.0,185 min,-1.6888663396200319,,2023-08-17
Shadow Soul 35,Movie,,1983.0,106 min,,,2024-01-18
,Movie,animation,1996.0,NA,7.1,Italy,2024-04-07
Awakening 37,Movie,History,1980.0,unknown,9.3,Norway,2018-06-07
,TV Show,,1989.0,2 Seasons,,Netherlands,2016-09-09
Wild Justice 39,MOVIE,   ,2013.0,94 min,,Mexico,2025-08-03
Legend 40,Movie,Romance,2012.0,74 min,5.6,  South Africa,2025-10-19
Secret 41,Movie,,,187 min,4.3,,2020-06-29
Truth 42,TV Show,,2006.0,NA,,Colombia,2017-02-02
Last Chronicles 43,TV Show,Family,2003.0,-16 min,7.7,ITALY,   
Story 44,Movie,comedy,2022.0,87 min,7.0,South Korea,Invalid Date
   ,Movie,Horror,2007.0,176 min,9.2,  India  ,2019-06-23
Journey 46,Movie,Music,2046.0,193 min,8.2,India,2015-06-06
   ,Movie,Family,1981.0,113 min,3.9,UK,2023-08-24
Silent End 48,Movie,Documentary,1980.0,-10 min,,,2022-08-18
Truth 49,Movie,Fantasy,2024.0,105 min,7.0,Denmark,2021-09-02
  Love 50  ,TV Show,Drama,2004.0,,14.453228113071303,France,2024-02-15
Forgotten Justice 51,Movie,  Animation  ,,160 min,3.8,Japan,2019-09-19
Broken Awakening 52,Movie,Crime  ,1986.0,180 minute,4.1,France,2017-12-06
Wild Death 53,Movie,Mystery,2004.0,131 min,5.6,  Sweden  ,2020-03-03
,Movie,  Drama  ,1994.0,146 min,6.1,Thailand,2020-06-23
Final Legend 55,Movie,Sci-Fi,1983.0,167 min,7.8,,2025-08-17
   ,TV Show,Romance,1981.0,   ,8.1,Brazil,
Return 57,Movie,Mystery,1985.0,199 min,6.7,,2019-07-12
Midnight Revenge 58,TV Show,,   ,2 Seasons,4.4,Colombia,2025-05-30
A Tales 59,Movie,Thriller,2013.0,,5.6,UK,2018-09-03
Revenge 60,Movie,Romance,2000.0,151 min,8.3,France,2017-05-06
Lies 61,Movie,Action,2001.0,124 min,9.0,Thailand,2018-11-30
Blood Chronicles 62,tv show,Comedy,2020.0,NA,5.3,   ,2018-02-08
Secret 63,Movie,Horror,   ,,3.8,  Mexico,2017-09-07
Wild Return 64,Movie,,1993.0,,5.2,Colombia,2010
A Awakening 65,Movie,Comedy,,130 min,8.4,Canada,2017-10-26
Last Adventures 66,TV Show,Horror,2021.0,4 Seasons,5.9,Netherlands,   
War 67,Movie,romance,1986.0,61 min,4.3,,2021-09-05
  Shadow Game 68  ,Movie,Crime,1984.0,174 min,7.6,  Australia,2025-10-05
   ,Movie,Documentary,1994.0,149 min,8.5,,2025-08-15
  Lies 70  ,Movie,War,1993.0,,-0.24117833636544028,Norway,2021-10-15
Last Soul 71,Movie,Sci-Fi,2016.0,175 min,8.2,India,
Midnight Justice 72,Movie,Action,2014.0,142 min,8.6,  Denmark  ,2018-06-10
Awakening 73,TV Show,Crime,2007.0,9 Seasons,5.1,Netherlands,2023-01-09
War 74,Movie,   ,2016.0,,,Norway,10/11/2020
Life 75,TV Show,   ,2005.0,5 Seasons,,  South Africa,2015-03-05
A Day 76,TV Show,Mystery,1985.0,   ,,,28/08/2018
Perfect Legend 77,Movie,War,1987.0,193 min,8.4,Denmark,2025-04-24
Heart 78,Movie,Horror,1989.0,131 min,7.7,Poland,2020-06-13
War 79,TV Show,Comedy,2025.0,7 Seasons,6.8,Norway,2015-09-14
Tales 80,Movie,Animation,2001.0,91 min,3.5,Egypt,2024-12-02
   ,Movie,  Comedy  ,1989.0,197 min,4.0,Spain,2020-10-08
Midnight End 82,TV Show,,1998.0,9 Seasons,5.6,Sweden,
Dream 83,Movie,War,2011.0,158 min,4.6,,2025-05-29
Code 84,TV Show,Romance,1817,2 Seasons,4.6,Argentina  ,2030-05-15
Deadly Adventures 85,Movie,   ,2003.0,,5.3,Australia,2020-08-04
War 86,Movie,Documentary,1997.0,194 min,3.5,Colombia,2020-11-09
Blood Truth 87,Movie,Horror,2006.0,unknown,4.2,,2025-05-18
Love 88,TV Show,,1997.0,10 Seasons,6.0,,2015-11-30
Perfect Revenge 89,Movie,,1983.0,123 min,7.5,,
Hidden Death 90,Movie,Fantasy,2008.0,184 min,6.3,   ,2020-06-04
Legend 91,TV Show,Music,2043,3 Seasons,9.4,Japan,2020-02-22
,TV Show,Thriller,1982.0,8 Seasons,3.7,,2025-08-29
Revenge 93,TV Show,DRAMA,1996.0,   ,,Canada,2015-05-24
The Chronicles 94,Movie,Family,1982.0,179 min,7.4,Australia,2021-10-12
Broken End 95,TV Show,Drama,1986.0,3 Seasons,   ,MEXICO,2020-06-02
Last Awakening 96,Movie,Animation,2010.0,126 min,6.0,Mexico,2019-05-28
Hidden Chronicles 97,Movie,Thriller,2006.0,166 min,5.8,Thailand,2017-02-27
Night 98,TV Show,Mystery,2017.0,4 Seasons,8.7,South Korea,2017-02-02
Midnight Justice 99,Movie,Documentary,1982.0,186 min,4.4,Mexico,2021-11-11
Dark Justice,Movie,ROMANCE,1992.0,90 min,5.3,,2025-07-26
Last Secret 1,MOVIE,Fantasy,2034.0,165 min,4.4,Netherlands  ,07/02/2023
Secret 2,TV Show,Comedy  ,2001.0,8 Seasons,4.3,India,2016-09-01
    Revenge 3    ,Movie,  Music,2024.0,137 min,5.9,,2017-05-05
First Truth 4,Movie,Adventure,,NA,9.0,Thailand,2019-12-29
Revenge 5  ,Movie,Crime,,80 min,,Netherlands,2017-02-24
Love 6,Movie,Romance,   ,106 min,7.5,Argentina,2016-06-29
,TV Show,  Fantasy,,3 Seasons,6.5,sweden,2023-12-18
A Tales 8,Movie,Mystery,2009.0,,,Argentina,2025-10-21
Blood Death 9,TV Show,Crime,2023.0,6 Seasons,7.4,,2017-04-21
,TV Show,Action,2010.0,9 Seasons,,,2018-12-02
Mystery 11,Movie,Adventure,1996.0,3 hrs,6.7,Argentina,2016-04-18
       ,Movie,Adventure,2007.0,,8.3,Denmark,2024-11-09
The Code 13,Movie,,2020.0,122 min,8.5,  Norway  ,
First Game 14  ,TV Show,Music,1983.0,2 seasons,6.6,Egypt,2023-09-25
Blood Chronicles 15,Movie,Music,1984.0,88 min,,,2016-09-30
   ,Movie,Horror,1815,197 min,4.5,Argentina,12/04/2023
Secret Beginning 17,MOVIE,Horror,1986.0,131 min,5.7,,2017-07-25
Beginning 18,Movie,comedy,1995.0,,6.8,Germany,2023-05-19
Perfect Journey 19,TV Show,Romance,2005.0,10 Seasons,6.1,India,2022-12-07
War 20,TV Show,Documentary,1999.0,2 Seasons,8.1,Canada,2023-01-22
Perfect Legend 21,Movie,Action,1983.0,63 min,4.8,  Sweden,2018-08-07
Mission 22,TV Show,,2011.0,4 Seasons,4.9,Poland,2023-11-11
Adventures 23,TV Show,Sci-Fi,,9 Seasons,12.203896645316803,Norway,2023-09-21
   ,Movie,,1982.0,155 min,4.2,Poland,2025-04-12
Hidden Rise 25,Movie,Sci-Fi,2011.0,,4.9,Norway,2018-05-10
  Dream 26,TV Show,Action,2024.0,4 Seasons,7.9,DENMARK,2018-04-22
Shadow Tales 27,TV Show,,,3 Seasons,6.7,Canada,2022-10-06
Last Beginning 28,Movie,  Drama  ,2007.0,188 min,4.2,Thailand,   
Last Adventures 29,Movie,Drama,1984.0,   ,7.4,Sweden,2017-01-21
Last Fall 30,TV Show,Drama,1993.0,5 Seasons,4.8,Norway,2018-03-22
,Movie,Romance,2024.0,124 min,4.6,,Invalid Date
Mystery 32,TV Show,,1989.0,8 Seasons,5.2,Japan,2020-11-06
Wild Mission 33,TV Show,Mystery,2023.0,9 Seasons,,South Korea,2022-09-22
End 34  ,TV Show,History,2011.0,6 Seasons,,,2019-06-20
Hidden Justice 35,TV Show,Animation,,7 Seasons,,,2017-09-25
Secret Life 36,MOVIE,HORROR,2007.0,88 min,   ,Turkey,2016-07-15
,TV Show,,1980.0,9 Seasons,9.3,Poland,2020-10-15
Broken Death 38,Movie,Comedy,1982.0,   ,5.8,South Korea,2030-05-15
Secret 39,TV Show,Mystery,,9 Seasons,9.1,USA,2016-02-11
Secret 40,Movie,Horror,2004.0,,,  Sweden,2019-11-15
Death 41,Movie,,2009.0,179 min,4.0,,2021-02-18
Revenge 42,Movie,,2015.0,,-0.9723529885641786,,04/06/2023
Last Truth 43,TV Show,Family,2017.0,9 Seasons,9.1,Italy,2016-09-29
First Justice 44,Movie,Crime,2009.0,162 min,7.7,Germany,2025-10-01
Shadow Revenge 45,Movie,Sci-Fi  ,1994.0,84 min,3.7,,2022-08-05
Dark Justice 46,TV Show,Fantasy,,5 Seasons,5.0,  Poland,2019-04-17
Lies 47,TV Show,Romance,2022.0,10 Seasons,6.9,USA,Invalid Date
Final Day 48,Movie,Action,2004.0,,,   ,   
Blood Rise 49,Movie,Sci-Fi  ,2002.0,134 min,   ,South Korea,2025-09-12
Night 50,Movie,War,,100 min,8.3,India,
,TV Show,Drama,2005.0,8 Seasons,9.4,USA,2016-12-20
Journey 52,TV Show,,2001.0,7 Seasons,,,2020-04-23
Secret 53,TV Show,,1995.0,7 Seasons,7.6,Poland,   
Hidden Code 54,Movie,Sci-Fi,1996.0,69 min,4.4,Australia,2015-01-09
Forgotten Day 55,Movie,Family,2006.0,,4.2,Denmark,2023-12-24
Adventures 56,TV Show,,1996.0,2 Seasons,7.4,Colombia,2020-10-03
Life 57,movie,Action,1996.0,69 min,4.5,,2019-08-02
   ,Movie,Action,1999.0,136 min,8.1,USA,2021
   ,Movie,  Family  ,1981.0,130 min,7.7,,2022-06-19
,TV Show,Action,2015.0,unknown,5.7,,   
  Adventures 61  ,TV Show,Mystery,2002.0,7 Seasons,7.5,,2022-04-13
Forgotten Rise 62,Movie,,2007.0,151 min,5.7,,2019-02-06
Hidden Chronicles 63,TV Show,History,2005.0,6 Seasons,7.2,,2025-05-15
Forgotten Adventures 64,Movie,Crime,2022.0,112 min,,Poland,2015-06-20
Beginning 65,Movie,Fantasy,2024.0,192 min,7.8,Colombia,2023-03-09
Perfect Life 66,Movie,Horror,1991.0,160 min,   ,Turkey,2016-10-28
  Last Game 67  ,Movie,Crime,1996.0,,,,2015-10-04
Deadly Awakening 68,Movie,Documentary,2020.0,119 min,7.2,,2023-03-18
Last War 69,TV Show,Animation,2007.0,9 Seasons,6.4,,2023-02-06
Chronicles 70,Movie,Fantasy,1990.0,,3.9,Egypt,   
Dark Dream 71,Movie,Music,2017.0,3 hrs,12.996179163658693,,2019-09-25
Deadly Revenge 72,Movie,Crime,2024.0,123 min,5.7,,2017
   ,Movie,Action,1990.0,139 min,   ,Denmark,2020-08-16
Death 74,Movie,Music,1994.0,129 min,4.1,Sweden,2015-06-18
Lost Dream 75,Movie,History,2005.0,164 min,6.9,Thailand,2025-08-07
Death 76,TV Show,Action,2008.0,2 Seasons,8.4,,2019-05-08
   ,TV Show,Thriller,2005.0,10 Seasons,6.4,ITALY,2015-07-05
Perfect Revenge 78,TV Show,,2002.0,1 Season,3.8,South Korea,2021-04-19
Last Story 79,Movie,Documentary,1990.0,173 min,,,
Secret Fall 80,TV Show,  Family  ,1983.0,5 Seasons,7.5,Denmark,2017-07-01
Forgotten Love 81,Movie,Thriller,1989.0,97 min,9.0,Turkey,2024-02-21
Blood Return 82,Movie,  Adventure,2021.0,185 min,9.4,Norway,2022-02-13
Shadow Lies 83  ,Movie,Drama,2019.0,149 min,8.6,,
Lies 84,Movie,Adventure,2012.0,101 min,9.0,,2023-03-20
Broken Truth 85  ,TV Show,Action  ,1983.0,2 Seasons,8.1,Colombia,2022-11-27
Wild Chronicles 86,Movie,Sci-Fi,2015.0,78 min,,India,
Adventures 87,Movie,Comedy,1882.0,77 min,6.3,,2018-01-15
Secret Justice 88,Movie,,,,9.1,,2022-02-20
Dark Mission 89,TV Show,Fantasy,2000.0,2 Seasons,4.8,  india,2022-08-07
Midnight Lies 90,TV Show,Music,2009.0,5 Seasons,,,2016-07-14
,Movie,Action,2009.0,,6.3,Canada,2023-12-29
Shadow Love 92,TV Show,Fantasy  ,1995.0,2 Seasons,,Argentina,2020-06-08
Broken Secret 93,Tv show,Documentary,2025.0,1 Season,,,2017-11-27
Game 94,Movie,History,,93 min,8.4,Egypt,2018-03-13
Mission 95,Movie,Action,2002.0,148 min,4.8,Italy,2020-12-11
First Story 96,Movie,documentary,2013.0,112 min,3.9,USA,2025
First Revenge 97,Movie,Adventure,2009.0,190 min,7.1,Germany,2025-08-31
First Rise 98,TV Show,Fantasy,2007.0,10 Seasons,-1.5837993385252473,Japan,2021-08-28
Midnight Dream 99,Movie,  Fantasy,1984.0,170 min,7.0,,2021-09-01
  Silent Mystery,Movie,Horror,2014.0,97 min,7.6,,2021-03-03
Lost Day 1,TV Show,Thriller,1988.0,8 Seasons,,,
Last Revenge 2,Movie,Fantasy,2017.0,170 min,,  Netherlands  ,2016-05-02
Perfect Return 3,Movie,Romance,2025.0,173 min,6.6,,2019-04-11
Wild Truth 4,Movie,Animation,1832,175 min,   ,,   
The Mission 5,Movie,Action,2020.0,113 min,,  USA,2022-12-01
Dream 6,Movie,Documentary,,183 min,,,2021-04-09
Deadly Love 7,TV Show,,,5 Seasons,,,2022-10-04
Wild Truth 8,Movie,Horror,1993.0,172 min,4.7,,2021-03-08
Hidden War 9,TV Show,History,2011.0,6 Seasons,6.5,Egypt,2017-08-23
Wild Chronicles 10,Movie,Thriller,2018.0,151 min,,  usa  ,2022-04-23
Last Awakening 11,Movie,mystery,2009.0,165 min,9.2,,2030-05-15
The Love 12,TV Show,Music,1989.0,,8.9,Japan  ,2020-08-13
Dark Revenge 13,Movie,Comedy,1981.0,171 min,5.0,Colombia,2024-07-30
Silent Death 14,TV Show,Music,2017.0,,6.0,Netherlands,2022-12-28
Hidden Dream 15,TV Show,Crime,1984.0,5 seasons,9.3,Italy,2018-04-14
Forgotten Love 16,Movie,,1985.0,175 min,5.9,Sweden,2016-11-22
A Soul 17,Movie,Family  ,2007.0,unknown,9.4,,2025-09-03
,TV Show,Thriller  ,1994.0,7 Seasons,4.9,,2019-09-04
Lost Chronicles 19,TV Show,Romance,2008.0,3 Seasons,7.1,,2017-01-15
Blood Mission 20,Movie,Sci-Fi,2009.0,165 min,8.1,Thailand,2023-03-29
Deadly Secret 21,Movie,,,200 min,4.3,Turkey,2019-03-06
Shadow Game 22,Movie,,2023.0,163 min,9.4,,2023-01-23
Dream 23,MOVIE,History,2010.0,63 min,7.6,Poland,2015-03-25
Deadly Return 24,TV Show,   ,2010.0,2 Seasons,   ,,2018-04-13
Perfect End 25,Movie,,2035,140 min,,,2015-11-11
First War 26,Movie,Fantasy,2005.0,140 min,,South Africa,2016-05-25
Day 27,Movie,Adventure,1988.0,123 min,-1.9685583422374804,,2021-04-14
Broken Adventures 28,Movie,   ,1986.0,87 min,,USA,2025-11-17
Dark Game 29,MOVIE,Family,1992.0,,8.0,Netherlands,2018-08-20
Death 30,Movie,Animation,1999.0,184 min,,Denmark,2024-01-21
Legend 31,Movie,,2007.0,120 min,8.6,   ,2024-02-24
Heart 32,Movie,,,189 min,,Thailand,2024-09-01
Rise 33,Movie,   ,2020.0,99 min,9.4,Netherlands,2019-01-24
Blood Revenge 34,Movie,,2006.0,137 min,5.1,South Africa,2019-06-29
End 35,TV Show,MYSTERY,1820.0,9 Seasons,8.8,Turkey,2018-11-26
Midnight Mission 36,TV Show,Documentary,2020.0,3 Seasons,3.9,Mexico,2020-05-10
   ,Movie,ACTION,,,8.4,Egypt,2019-10-19
Legend 38,Movie,Documentary,2009.0,95 minute,6.9,,2016-02-19
First Code 39,TV Show,,1980.0,8 Seasons,6.3,Japan,2025-08-04
Dark Life 40,Movie,Crime  ,1864.0,159 min,4.8,South Africa,2015-04-05
First Adventures 41,TV Show,,1999.0,10 Seasons,-1.872707437705203,  Spain  ,
Broken Lies 42,TV Show,Music,2048,5 Seasons,,   ,2025-01-09
Perfect Heart 43,Movie,  Romance,1996.0,135 min,,Poland,2016-10-27
   ,Movie,,2010.0,114 min,4.9,,2020-11-02
Awakening 45  ,Movie,,1983.0,184 min,,Colombia,2024-02-29
Dream 46,Movie,,2013.0,155 min,,South Africa,2020-10-19
Wild Truth 47,TV Show,Fantasy,2012.0,1 Season,3.7,Thailand,2017-08-22
Dark End 48,TV Show,Drama,2008.0,8 Seasons,5.4,GERMANY,2017-11-27
The Mystery 49,Movie,  Mystery  ,1998.0,191 min,4.5,USA,2019-10-22
  Silent Life 50  ,Movie,Drama,1993.0,   ,4.6,,2021-05-20
Hidden Code 51,Movie,Family,2004.0,148 min,,Turkey  ,2015-07-25
Legend 52,Movie,family,1980.0,   ,   ,  australia,2021-10-13
Awakening 53,Movie,WAR,2001.0,158 min,4.6,UK,2015-01-03
  Shadow Story 54  ,TV Show,Romance,2025.0,1 Season,,Brazil,2019-03-22
Fall 55,Movie,History,1983.0,78 min,4.6,USA,2024-10-28
Shadow Mission 56,Movie,Adventure,1849,61 min,8.7,UK  ,2021-10-13
Fall 57,MOVIE,  Comedy  ,2018.0,   ,8.2,Argentina,2018-11-14
  Secret 58,Movie,Animation,2012.0,139 min,9.3,USA,2018-08-29
The End 59,Movie,  Fantasy,1995.0,108 min,9.1,Japan,2017-10-25
Chronicles 60,Movie,  Mystery  ,2024.0,   ,,,2018-12-29
Heart 61,Movie,Sci-Fi,2014.0,84 min,9.5,Argentina,2022-05-12
Deadly Journey 62,TV Show,Fantasy,1804,,   ,Denmark,Invalid Date
Hidden Return 63,Movie,,2015.0,174 min,6.4,Turkey,2023-05-21
Mystery 64,Movie,Drama,2025.0,95 min,6.3,Poland  ,2023-08-27
Broken Adventures 65,TV Show,Crime,1986.0,2 Seasons,7.9,Canada,
Secret 66,TV Show,,1983.0,1 Season,6.5,  Denmark,2024-03-03
Last Legend 67,Movie,,1991.0,162 min,8.9,Thailand,2017-03-05
Awakening 68  ,Movie,Thriller,1986.0,118 min,12.543543396446692,,2018-08-03
,TV Show,Music,2025.0,5 Seasons,9.2,South Korea,2016-09-18
Broken Return 70,Movie,,1994.0,98 min,,Australia,2018-08-27
  Night 71  ,Movie,War,1985.0,131 min,9.5,Canada,2025-04-01
Deadly Secret 72,Movie,   ,1996.0,105 min,   ,,2017-01-16
Heart 73,Movie,Comedy,1996.0,,3.6,,2019-09-20
Last Code 74,Movie,Music,2023.0,unknown,,Spain,2015-11-05
A Truth 75,movie,War,1983.0,82 min,8.1,usa,   
Midnight War 76,TV Show,Mystery,1986.0,,4.4,Denmark,2021-06-22
Final Revenge 77  ,TV Show,Action,,,5.2,Poland,2021-02-23
  Revenge 78,TV Show,   ,,8 Seasons,4.7,uk,2023-05-01
Forgotten Justice 79,Movie,Documentary,2017.0,142 min,9.0,,2017-02-02
Soul 80,Movie,Fantasy,2015.0,NA,5.6,India,2019-04-10
  Death 81  ,TV Show,,1833.0,10 Seasons,9.2,Egypt,2020-10-05
Deadly Heart 82,Movie,Adventure,2012.0,102 min,,Argentina,2025-05-05
Final Justice 83,Movie,Documentary,2002.0,124 min,-0.7306511161468527,,
Broken Mystery 84,Movie,War,2007.0,NA,5.5,USA,2022-09-29
  The Justice 85  ,Movie,Animation,,136 min,8.5,,2030-05-15
Final Lies 86  ,Movie,Comedy,2012.0,170 min,,SPAIN,2025-06-21
Beginning 87,Movie,Romance,2001.0,73 min,11.929963466297629,Canada,2018-07-23
   ,TV Show,Comedy,2018.0,4 Seasons,4.0,Spain  ,2022-03-15
  Secret Beginning 89,Movie,Drama,2001.0,141 min,,Japan,2024-11-07
Awakening 90,TV Show,Music,1983.0,2 Seasons,6.4,,2025-03-03
Shadow Legend 91,TV Show,Animation,2003.0,1 Season,4.2,Thailand,2019-10-12
Story 92,Movie,,1995.0,151 min,6.2,Brazil,2016-07-02
Deadly Day 93,TV Show,  Animation  ,2025.0,9 Seasons,4.0,Brazil,2025-13-45
Journey 94,TV Show,Action,1992.0,1 Season,7.6,Canada,2015-07-03
Story 95,Movie,Romance,1994.0,139 min,6.4,Thailand,
Blood Day 96,Movie,comedy,2012.0,127 min,4.2,India,2019-03-21
Awakening 97,Movie,Fantasy,2009.0,88 min,0,,
  Broken Return 98,MOVIE,,2002.0,128 min,5.2,Italy,2015-06-18
   ,Movie,  Drama,2021.0,   ,9.2,Australia,2017-03-05
Final Beginning,Movie,,1984.0,61 min,7.4,,2022-01-28
Legend 1,Movie,Adventure,2018.0,75 min,5.9,India,   
Legend 2,Movie,Horror,2013.0,95 min,4.3,Japan,2025-03-17
Forgotten Soul 3,MOVIE,Documentary,2020.0,113 min,7.7,Thailand  ,   
Blood Lies 4,Movie,Fantasy,1984.0,79 min,,,2016-11-20
Lost Dream 5,TV Show,Family,2023.0,8 seasons,8.0,,04/08/2019
       ,Movie,Drama,1983.0,NA,7.4,   ,2018-07-21
Dark Lies 7,TV Show,Action,1995.0,5 Seasons,7.2,,2016-05-24
Deadly Dream 8,Movie,,,182 min,7.9,Colombia,2024-10-29
  Lost Awakening 9  ,Movie,   ,2006.0,138 min,5.6,Spain,   
Lost War 10,Movie,Documentary,2002.0,73 min,9.3,UK,2025-02-26
Story 11,Movie,Crime,2012.0,169 min,,France,2019-04-15
Adventures 12,TV Show,music,2002.0,5 Seasons,7.8,Sweden,2017-07-26
Journey 13,Movie,Adventure,1992.0,182 min,4.2,  South Korea,2018-07-23
Return 14,Movie,Romance,1984.0,144 min,8.4,Colombia,2022-03-23
  Secret War 15,Movie,Horror,2011.0,117 min,0.0,,2017-04-26
Fall 16,Movie,,2019.0,67 min,4.3,,2020-05-16
War 17,TV Show,Music,1989.0,10 Seasons,,,2017-02-26
A Love 18,Movie,Horror,1994.0,170 min,   ,  Canada  ,2022-06-11
Blood Revenge 19,TV Show,   ,1994.0,9 Seasons,8.7,Turkey,2025-03-20
Last Legend 20,Movie,Animation,   ,177 min,4.2,,2016-06-25
Tales 21  ,Movie,War,2024.0,   ,4.7,,2017-05-12
Day 22,Movie,Thriller,2013.0,113 min,,Mexico  ,2024-01-24
Heart 23,Movie,,   ,186 min,4.8,South Africa,2018-04-14
Mission 24,TV Show,Music,1992.0,3 Seasons,   ,,2017-01-14
Blood Love 25,Movie,Romance,2008.0,184 min,4.6,UK,2024-04-28
Silent Love 26,Movie,comedy,1988.0,78 min,4.3,   ,Invalid Date
Perfect Mystery 27,TV Show,  Animation  ,1984.0,4 Seasons,4.9,Thailand,2030-05-15
Final Journey 28,Movie,Romance,,102 min,0,,   
Night 29,Movie,Romance  ,2013.0,148 min,,Denmark,2015-03-15
Final Fall 30,Movie,   ,1987.0,,4.1,Japan,
Lost Tales 31,Movie,Drama,1999.0,117 min,3.9,Mexico,09/11/2025
Perfect Day 32,Movie,,1995.0,156 min,-0.8581509539492835,  Mexico  ,2022-10-02
Heart 33,Movie,Crime,2048.0,156 min,5.5,Australia,2017-11-09
Deadly Heart 34,TV Show,Family,,2 Seasons,-0.24036774107605008,Sweden,2025-13-45
Broken Adventures 35,Movie,Drama,1987.0,   ,8.5,,2019-09-16
Life 36,TV Show,   ,2008.0,,4.4,UK,2023-06-04
Silent Journey 37,Movie,Animation,1998.0,   ,8.3,Sweden,2019-06-26
Wild Soul 38,Movie,History,2021.0,,,Australia,2025-10-17
  Rise 39  ,TV Show,Crime,2004.0,9 Seasons,,Thailand,24/11/2021
The Legend 40,TV Show,Animation,2016.0,2 Seasons,4.0,THAILAND,
Last Fall 41,Movie,Music,1982.0,136 min,,UK,2017-11-10
Love 42,MOVIE,Mystery,1998.0,180 min,3.8,Brazil,2025-09-18
Perfect Secret 43,TV Show,Action,,3 Seasons,3.5,Canada,   
,TV Show,Documentary,,8 Seasons,,Sweden  ,2021-10-02
Secret 45,TV Show,Crime,1988.0,,8.3,uk,2023-11-27
Perfect Rise 46,Movie,History,1987.0,175 min,4.8,   ,2016-10-03
Silent Night 47,Movie,War,1998.0,187 min,5.2,,2025-01-08
Code 48,Movie,Action,1879,163 min,4.3,Australia,2019-11-10
Wild Lies 49,TV Show,   ,1987.0,5 Seasons,4.4,,2020-08-24
Shadow Dream 50,Movie,Sci-Fi,2003.0,104 min,7.0,CANADA,2015-04-18
Perfect Dream 51,Movie,Horror,1981.0,92 min,7.0,,2021-02-03
Deadly Beginning 52,TV Show,Documentary,2008.0,6 Seasons,-1.0308844239661084,,2023-06-21
Forgotten Journey 53,Movie,Mystery,1991.0,102 min,3.7,Italy,2024-02-09
Broken End 54,TV Show,,1984.0,4 Seasons,,,2020-03-17
  Last Death 55  ,Movie,History,1980.0,111 min,   ,,2024-06-04
Story 56,Movie,Animation,1992.0,148 min,9.4,Egypt,2025-04-07
Day 57,Movie,Drama,2018.0,156 min,8.5,Brazil,2013
Deadly Life 58,Movie,Music,1987.0,77 min,9.0,Australia,2017-07-28
  Story 59,Movie,Crime,1998.0,unknown,,  Sweden,2015-06-18
The Fall 60,Movie,  Thriller,2048,110 min,5.4,,2025-06-25
Story 61,Movie,  Romance  ,2007.0,69min,4.7,Egypt,2023-01-26
Hidden Legend 62,TV Show,Adventure,1989.0,8 Seasons,,   ,2021-05-26
Dark Death 63,Movie,Sci-Fi,2013.0,158 min,8.3,USA,2015-07-11
Life 64,Movie,DOCUMENTARY,,183 min,6.7,,2021-06-06
Forgotten Life 65,Movie,Horror,1997.0,111 min,5.3,   ,2022-01-13
A Legend 66,Movie,Horror,1989.0,139 min,0,Argentina,2018-08-29
Dark Death 67,TV Show,War,2000.0,2 Seasons,6.4,Spain,2016-11-05
Code 68,Movie,Romance,1981.0,156 min,,Colombia,2017-06-01
Silent Awakening 69,Movie,War,1988.0,,,Argentina,2024-09-25
Shadow Fall 70,TV Show,Music,2017.0,4 Seasons,3.6,Poland,2017-06-18
Forgotten Adventures 71,Movie,Romance,1986.0,,7.3,South Korea  ,2019-04-14
Lost Truth 72,Movie,Sci-Fi,1982.0,107 min,6.4,,2017-02-14
Chronicles 73,TV Show,Action,2005.0,2 Seasons,-0.7370246531659905,France,2023-11-21
Journey 74,TV Show,  Fantasy,1986.0,1 Season,5.2,Egypt,2016-04-18
Night 75,Movie,Fantasy,2019.0,64 min,8.2,Germany,2017-11-09
Forgotten War 76,Movie,Horror,2004.0,,9.2,Sweden,2018-10-06
First Fall 77,TV Show,War,2016.0,,6.2,  Egypt  ,2018-01-13
Adventures 78,Movie,War,2014.0,   ,5.7,Colombia,2022-02-03
  Journey 79,TV Show,Mystery,2025.0,,,,2019-08-18
Midnight Code 80,TV Show,  War  ,2006.0,7 Seasons,,Australia,
Perfect Game 81,TV Show,Horror,2017.0,6 Seasons,7.9,   ,2025-07-19
Perfect End 82,Movie,,2014.0,146 min,6.9,Turkey,2015-12-16
