işlem_id,müşteri_id,işlem_tarihi,işlem_saati,tutar,para_birimi,işlem_tipi,kanal,cihaz,ip_adresi,konum_il,kart_türü,merchant_kategori,fraud_etiket
TRX2201304833,C9810325518,2025-04-15,09:28:53,61.1,TRY,Havale/EFT,Mobil Uygulama,Samsung S23,,Diyarbakır,Banka Kartı,Akaryakıt,0
TRX3525831926,C9152639998,2025-10-29,15:29:14,35.42,TRY,Havale/EFT,POS,Samsung S23,191.189.249.236,Ankara,Banka Kartı,Market,0
TRX9472728725,C3784336188,26-02-2024,14:49:14,97.24,TRY,Alışveriş,,Xiaomi Mi 11,15.147.225.173,Bursa,Kredi Kartı,Seyahat,0
TRX8457372620,C9918350515,2024/04/11,08:44:45,79.29,USD,Para Çekme,ATM,iPhone 14 Pro,244.178.231.108,Antalya,Banka Kartı,Giyim,0
TRX1877068912,C7593989968,2025-02-08,19:54:24,68.79,TRY,Fatura Ödeme,Mobil Uygulama,Android Tablet,233.110.105.56,,Kredi Kartı,Abonelik,0
TRX8854704030,C0729482387,2025-08-09,03:36:31,29.45,TRY,Alışveriş,POS,,243.188.18.51,Antalya,Kredi Kartı,Sağlık,0
TRX3301356254,C6295281232,2025-12-26,02:22:57,57.47,TRY,,POS,iPhone 13,40.252.148.58,Ankara,Kredi Kartı,Elektronik,0
TRX8514256614,C4645921190,2025-03-27,23:44:44,25.64,,Fatura Ödeme,POS,iPhone 14 Pro,176.82.61.98,Adana,Kredi Kartı,Akaryakıt,0
TRX9966983800,C9452869227,2025-11-21,11:56:58,89.67,TRY,Alışveriş,Mobil Uygulama,iPhone 13,78.196.117.203,Ankara,Kredi Kartı,Giyim,0
TRX3994929819,C1500996192,2024-12-29,00:27:45,161.15,TRY,Alışveriş,Web,Samsung S23,91.53.39.111,Eskişehir,Sanal Kart,Akaryakıt,0
TRX0563441282,C3584329850,2025-09-06,07:06:52,270.41,TRY,Havale/EFT,Mobil Uygulama,Windows PC,160.173.111.188,Antalya,Kredi Kartı,Sağlık,0
TRX4199775571,C6013099078,,03:35:35,209.27,TRY,Para Çekme,Mobil Uygulama,Xiaomi Mi 11,176.105.16.123,Eskişehir,Kredi Kartı,Yemek,0
TRX4073131054,C0524003202,2025-06-13,18:18:55,75.82,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,104.211.99.176,,Ön Ödemeli,,0
TRX3495544911,C6432598826,2024-08-14,20:09:15,106.8,EUR,Alışveriş,Mobil Uygulama,Windows PC,,Antalya,,Eğlence,0
TRX2972779611,C4599754319,2025-01-20,10:02:39,574.66,TRY,Alışveriş,Mobil Uygulama,iPhone 13,232.104.33.136,Ankara,Kredi Kartı,Giyim,0
TRX6962071637,C3433602042,2025-10-26,09:59:44,74.52,TRY,Alışveriş,Web,Android Tablet,147.75.114.240,Bursa,Kredi Kartı,E-Ticaret,0
TRX9194947520,C3092796362,2024-11-30,09:04:42,20.66,TRY,Para Yatırma,Mobil Uygulama,Windows PC,120.131.249.126,Diyarbakır,Kredi Kartı,Eğlence,1
TRX4621838968,C3054688561,2024-03-03,04:10:50,"116,05",USD,Alışveriş,Web,Android Tablet,180.196.237.87,,,,0
TRX1410880692,C8738463220,,03:17:12,97.85,TRY,Havale/EFT,Mobil Uygulama,Samsung S21,16.127.198.55,Bursa,Sanal Kart,Giyim,0
TRX5804008904,C3392263299,,23:42:56,39.07,TRY,İade,,Windows PC,192.88.252.237,İzmir,Sanal Kart,E-Ticaret,0
TRX6414917005,C9150887325,2024-12-26,02:41:36,57.21,TRY,Havale/EFT,Mobil Uygulama,,62.70.18.222,Tekirdağ,Kredi Kartı,giyim,0
TRX1295659093,C0210538802,2024-05-19,19:09:31,53.86,,Alışveriş,Web,Huawei P40,214.244.35.15,Mersn,Kredi Kartı,Giyim,0
TRX4098625229,C8619679705,2024-11-10,23:24:58,325.83,GBP,Fatura Ödeme,Mobil Uygulama,iPhone 13,,Samsun,Kredi Kartı,Eğlence,0
TRX0128477165,C6777884807,07.06.2025,05:03:33,80.73,TRY,Alışveriş,Mobil Uygulama,Samsung S23,218.15.212.232,Ankara,Kredi Kartı,Market,0
TRX0583698621,C0538659552,31/03/2025,03:24:28,94.88,USD,Alışveriş,Mobil Uygulama,MacBook,174.157.80.202,İzmir,Banka Kartı,Eğlence,0
TRX1718534640,C9355637123,21/06/2024,03:20:24,86.16,TRY,Alışveriş,Mobil Uygulama,,229.167.31.47,İstanbul,Banka Kartı,Sağlık,0
TRX3766847700,C3476727573,29.11.2025,00:41:42,38.46,TRY,Alışveriş,POS,MacBook,251.88.190.63,Mersin,Kredi Kartı,Eğlence,0
TRX1969492019,C4963368356,,,34.6,TRY,,POS,MacBook,5.23.99.88,Eskişehir,Banka Kartı,,1
TRX6881493144,C9843625068,,01:36:08,99.32,TRY,Alışveriş,ATM,,63.160.35.66,Diyarbakır,Banka Kartı,Giyim,0
TRX7225276671,C5723834071,22-05-2025,07:57:52,48.49,TRY,Alışveriş,POS,Samsung S23,111.81.94.75,Tekirdağ,Banka Kartı,Market,0
TRX1667335258,C5849142122,2024-04-13,23:55:52,20.74,USD,Fatura Ödeme,Mobil Uygulama,Xiaomi Mi 11,83.230.12.26,Eskişehir,Sanal Kart,Seyahat,0
TRX6026807273,C0121963020,2026-01-18,08:37:00,90.9,TRY,Alışveriş,POS,iPhone 13,,Samsun,Kredi Kartı,Elektronik,0
TRX7078030566,C8431990750,2024-04-29,03:20:29,105.86,TRY,,Web,Samsung S23,10.164.213.37,Eskişehir,Kredi Kartı,Eğlence,0
TRX7508025948,C3996058810,2024-10-20,16:35:51,85.32,EUR,Fatura Ödeme,Mobil Uygulama,Windows PC,237.115.238.53,,Kredi Kartı,E-Ticaret,0
TRX4433879316,C7320546183,2025-06-16,17:56:50,36.4,TRY,Fatura Ödeme,POS,,211.29.67.28,Ankara,,Sağlık,1
TRX1423035382,C2835679669,2025-08-01,13:19:30,153.46,TRY,Havale/EFT,Web,Samsung S21,132.231.149.197,Trabzon,Kredi Kartı,Giyim,0
TRX2888337178,C4212276834,2025-10-24,01:35:12,69.56,TRY,Havale/EFT,Web,Windows PC,42.62.161.130,Adana,Kredi Kartı,,1
TRX9474091812,C7391622809,,01:08:51,97.76,TRY,Alışveriş,Mobil Uygulama,Samsung S21,137.108.195.170,Kocaeli,Kredi Kartı,,0
TRX1132769856,C1795608587,2025-08-07,22:05:08,26.19,TRY,Fatura Ödeme,POS,iPhone 13,214.121.214.204,Samsun,Banka Kartı,Yemek,0
TRX2388200859,C2487137076,2025-05-25,23:49:57,101.52,TRY,Para Çekme,Mobil Uygulama,Xiaomi Mi 11,181.93.80.171,,Sanal Kart,Abonelik,1
TRX0716445582,C3774670779,2024-11-03,15:41:33,300.09,EUR,,Web,Samsung S21,252.85.219.99,Tekirdağ,Sanal Kart,Akaryakıt,0
TRX7216845585,C1377957899,,00:24:29,76.47,,Alışveriş,,,48.23.189.194,Diyarbakır,Banka Kartı,Eğlence,0
TRX7852395143,C0314137851,2025-03-06,,89.22,TRY,Havale/EFT,Web,Xiaomi Mi 11,35.37.138.31,Adana,Kredi Kartı,Eğlence,0
TRX8504882854,C4440514830,2025-08-15,02:59:33,137.97,TRY,Alışveriş,POS,Win pc,31.245.5.166,Muğla,Kredi Kartı,Seyahat,0
TRX6084202993,C0742690151,2024/02/05,13:39:35,36.23,TRY,Para Yatırma,POS,iPhone 14 Pro,104.151.139.26,,Banka Kartı,Market,1
TRX6420662221,C7974806497,2025-03-16,01:53:25,138.46,TRY,Alışveriş,Mobil Uygulama,Huawei P40,29.246.179.109,Bursa,Kredi Kartı,Seyahat,0
TRX7956245165,C4719287931,2024-12-20,20:13:43,19.53,,Alışveriş,Mobil Uygulama,Samsung S23,251.87.79.61,Konya,Banka Kartı,Akaryakıt,0
TRX4204314100,C4818896880,2025-11-25,21:59:38,60.95,TRY,Alışveriş,,iPhone 13,,Trabzon,Banka Kartı,E-Ticaret,0
TRX4818662805,C5974993943,22.07.2025,20:55:28,101.33,USD,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,14.88.24.161,Kocaeli,Kredi Kartı,Kuyumcu,0
TRX6901373097,C3473822925,2025-09-03,07:34:03,241.36,USD,Para Çekme,Web,Samsung S23,186.112.29.8,İzmir,Kredi Kartı,akaryakıt,0
TRX4532846702,C7242041242,2025-08-26,06:47:34,113.06,TRY,Fatura Ödeme,Çağrı Merkezi,,101.194.194.150,İstnbul,Banka Kartı,Giyim,0
TRX8826402189,C7327509026,29/09/2024,03:30:53,28.19,TRY,Fatura Ödeme,Mobil Uygulama,iPhone 13,147.177.27.112,Eskişehir,,Eğlence,0
TRX4817364299,C5958579617,2025-04-11,,82.15,TRY,Havale/EFT,Web,,84.143.181.97,Diyarbakır,Banka Kartı,Abonelik,0
TRX2233596806,C5241652616,2024-06-24,09:56:30,55.55,TRY,,POS,,19.73.243.59,Konya,Kredi Kartı,,0
TRX6926352854,C8954856963,,15:49:01,107.13,TRY,Alışveriş,,Huawei P40,99.79.14.13,Samsun,Kredi Kartı,E-Ticaret,0
TRX7985448954,C4706615826,2024-09-11,23:00:26,102.12,TRY,Havale/EFT,POS,Xiaomi Mi 11,117.3.153.71,,Kredi Kartı,Eğlence,0
TRX7154770175,C9467239896,2024-09-20,17:17:37,42.47,,Alışveriş,Mobil Uygulama,Samsung S21,28.111.135.129,Muğla,Kredi Kartı,Seyahat,0
TRX6873165968,C8394189839,2025-08-28,07:25:19,,TRY,Havale/EFT,POS,Samsng S23,244.105.89.138,Mersin,Kredi Kartı,Kuyumcu,0
TRX2233416198,C6653110600,2024-03-07,17:18:25,83.73,TRY,Alışveriş,ATM,Windows PC,51.28.182.161,Adana,,Seyahat,0
TRX1339622913,C6419903892,,18:55:40,158.33,TRY,Havale/EFT,Mobil Uygulama,MacBook,84.198.42.107,Eskişehir,Kredi Kartı,E-TICARET,0
TRX3837332484,C4203614469,2025-01-28,12:29:22,293.15,TRY,Alışveriş,Web,iPhone 14 Pro,145.142.41.221,Kocaeli,Sanal Kart,,0
TRX2839087761,C5150204751,2024-01-10,01:28:03,36.16,TRY,Alışveriş,ATM,Samsung S23,148.249.33.45,Balıkesir,Kredi Kartı,Seyahat,0
TRX2397887821,C5648679701,2026-01-26,21:11:06,43.96 TL,TRY,Alışveriş,POS,MacBook,40.236.182.9,Tekirdağ,Kredi Kartı,Eğlence,0
TRX0122011242,C7364210506,2025-10-17,15:19:45,96.26,,Alışveriş,Web,Xiaomi Mi 11,219.144.249.41,Balıkesir,Kredi Kartı,Seyahat,0
TRX8331494545,C9775496384,2025-11-09,17:50:15,38.62,TRY,Alışveriş,Mobil Uygulama,iPhone 13,37.201.46.28,Antalya,Banka Kartı,Seyahat,0
TRX5841299832,C2040365235,2025-10-30,01:24:18,76.89,TRY,Para Çekme,Mobil Uygulama,Windows PC,162.142.51.79,Konya,,Elektronik,0
TRX1660178671,C6388431775,2025-10-29,08:51:40,154.86,TRY,Para Yatırma,Mobil Uygulama,Huawei P40,182.5.89.9,İstanbul,Banka Kartı,Akaryakıt,0
TRX1683463889,C1505545212,2024-02-18,07:43:28,,USD,Para Çekme,,,73.93.184.173,Ankara,Sanal Kart,Kuyumcu,0
TRX8257867282,C3332799222,2025-04-06,,158.67,TRY,Fatura Ödeme,Mobil Uygulama,,186.71.212.126,Kocaeli,Kredi Kartı,Abonelik,0
TRX3425567566,C6945481038,2025-02-15,20:27:49,15.97,USD,Havale/EFT,Mobil Uygulama,iPhone 14 Pro,28.83.196.19,Samsun,Kredi Kartı,Eğlence,0
TRX3785848766,C5815599901,2025-12-27,04:47:45,165.54,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,203.111.43.226,İstanbul,Kredi Kartı,E-Ticaret,0
TRX2294440121,C1475588743,2024-08-05,06:35:39,20.32,EUR,Havale/EFT,Mobil Uygulama,Android Tablet,206.91.5,Eskişehir,Sanal Kart,Abonelik,0
TRX8789101506,C7583651921,,01:24:07,"38,27",USD,Alışveriş,Mobil Uygulama,Windows PC,177.187.88.127,Kayseri,Banka Kartı,E-Ticaret,0
TRX6252424736,C6174072507,2024-06-27,00:16:45,33.00 TL,TRY,Alışveriş,,,212.88.179.162,Balıkesir,Kredi Kartı,Elektronik,0
TRX0838231215,C8864872088,2024-11-28,02:15:38,130.4,USD,Alışveriş,POS,,98.16.122.181,Manisa,Kredi Kartı,Eğlence,0
TRX9732683195,C3316933920,2024-05-15,12:30:30,50.78,TRY,Alışveriş,Mobil Uygulama,Samsung S21,96.73.163.106,Gaziantep,Banka Kartı,E-Ticaret,0
TRX5534248455,C5857835496,2025-05-16,18:58:21,44.83,USD,Para Yatırma,,Xiaomi Mi 11,107.114.74.213,Trabzon,Banka Kartı,Kuyumcu,0
TRX6723055426,C4684835209,2024-03-28,02:41:23,,TRY,Alışveriş,,Android Tablet,152.78.111.201,Diyarbakır,Banka Kartı,Market,0
TRX2010823120,C4829688093,2025-02-26,16:16:38,65.68,,Para Çekme,Web,Xiaomi Mi 11,153.70.160.195,Samsun,Kredi Kartı,E-Ticaret,0
TRX5488831865,C9762273984,2025-05-18,09:34:41,177.14,TRY,Alışveriş,Web,Android Tablet,143.238.1.74,İstanbul,Banka Kartı,Elektronik,0
TRX1279954021,C0177607172,2025-06-15,11:13:54,231.15,TRY,Havale/EFT,Mobil Uygulama,Huawei P40,,Ankara,Banka Kartı,Elektronik,0
TRX6242832137,C2383462397,2024/04/19,08:14:01,29.01,TRY,Havale/EFT,POS,iPhone 14 Pro,66.43.125.88,Konya,Banka Kartı,Sağlık,0
TRX7253270110,C6582812732,2024-10-14,22:49:43,24.9,TRY,Alışveriş,Mobil Uygulama,Samsng S23,22.229.48.175,Adana,Kredi Kartı,Elektronik,0
TRX5214992559,C1224108690,2024-11-11,05:17:36,"50,75",TRY,Para Çekme,Mobil Uygulama,Windows PC,244.114.199.21,Bursa,Banka Kartı,Kuyumcu,0
TRX6882053175,C6007440399,2026/01/11,15:46:59,276.31,TRY,Fatura Ödeme,,Samsung S23,103.72.5.41,Trabzon,Kredi Kartı,Abonelik,0
TRX7098909917,C9601579377,2024-07-13,13:53:16,,TRY,Alışveriş,Mobil Uygulama,mac book,168.183.123.98,Ankara,Sanal Kart,Akaryakıt,0
TRX2671542424,C5181925805,,,130.12,TRY,Alışveriş,POS,Samsung S21,249.159.253.73,,Kredi Kartı,Seyahat,0
TRX5826453352,C4473146776,2024-07-07,20:22:53,168.77,TRY,Alışveriş,,Android Tablet,220.190.215.226,Adana,Banka Kartı,Akaryakıt,0
TRX3739070547,C3931665433,2025-09-03,15:24:39,83.05,TRY,Havale/EFT,Mobil Uygulama,Android Tablet,242.104.128.165,Antalya,Kredi Kartı,Abonelik,0
TRX3953449103,C5560498157,2025-07-30,15:43:12,73.56,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,151.160.182.212,Adana,Ön Ödemeli,Market,0
TRX9593786105,C2980924980,2024-01-27,12:33:26,279.65,TRY,Para Çekme,POS,,,Manisa,Kredi Kartı,Market,0
TRX2995871876,C3445858018,2025-04-09,20:21:08,278.25,TRY,Alışveriş,ATM,Samsung S21,15.204.186.2,Ankara,Kredi Kartı,Sağlık,0
TRX6484841687,C4641674602,2024-07-19,16:19:39,44.98,TRY,Havale/EFT,Web,Samsung S21,,Bursa,Kredi Kartı,Market,0
TRX6314724412,C1137351123,2024-01-28,13:10:41,,TRY,,Web,iPhone 13,31.133.189.54,Ankara,Banka Kartı,Seyahat,0
TRX2680409791,C3206089007,2025-12-13,,148.86,TRY,Havale/EFT,ATM,Android Tablet,,Şanlıurfa,Kredi Kartı,Akaryakıt,0
TRX0448508047,C7471051859,2025-08-02,11:37:36,77.58,TRY,Para Çekme,Web,Windows PC,214.57.189.55,Kocaeli,Kredi Kartı,Akaryakıt,0
TRX5861218300,C8088655164,2025-09-10,14:03:13,36.95,TRY,Havale/EFT,Mobil Uygulama,Xiaomi Mi 11,16.179.158.198,Bursa,Kredi Kartı,Sağlık,0
TRX4908498164,C9869793848,2025-05-01,,,TRY,Alışveriş,,Android Tablet,85.224.252.106,Konya,,Eğlence,0
TRX9116530333,C5090634855,2024-07-11,,35.66,TRY,Para Çekme,Mobil Uygulama,Xiaomi Mi 11,248.183.84.90,Diyarbakır,Kredi Kartı,,0
TRX7509616145,C9897975707,2025-04-27,09:21:18,123.92,EUR,Alışveriş,Mobil Uygulama,Samsung S23,233.158.225.235,Muğla,Kredi Kartı,Sağlık,0
TRX1434187067,C9086269871,,12:21:56,"84,59",TRY,Alışveriş,POS,Huawei P40,16.179.159.234,Diyarbakır,Banka Kartı,Giyim,0
TRX5015305673,C6673323454,2025-05-22,12:49:50,187.86,TRY,Alışveriş,Mobil Uygulama,Samsung S23,14.130.252.100,Konya,Kredi Kartı,Seyahat,0
TRX6860427458,C2202270859,2024-01-21,06:31:37,64.89,,,Mobil Uygulama,MacBook,234.226.71.129,,Banka Kartı,Market,0
TRX3090380056,C5488558222,,20:49:26,25.15,TRY,Alışveriş,Mobil Uygulama,Samsung S23,20.79.38.153,İstanbul,,E-Ticaret,0
TRX0532789449,C3648602134,2025-09-23,06:47:16,97.63,TRY,Alışveriş,POS,iPhone 14 Pro,52.215.22.120,Konya,Sanal Kart,Kuyumcu,0
TRX5534725218,C5054711095,2024-11-17,00:11:22,15.63,TRY,Havale/EFT,Çağrı Merkezi,iPhone 13,101.49.190.118,Mersin,Ön Ödemeli,E-Ticaret,0
TRX1304626039,C1476474835,2025-01-11,21:55:33,115.89,TRY,Alışveriş,,Huawei P40,172.36.156.170,Muğla,Kredi Kartı,Seyahat,0
TRX5043527558,C5392533473,21-11-2025,20:18:46,70.61,TRY,Alışveriş,POS,Samsung S21,179.35.156.178,Konya,Kredi Kartı,Elektronik,0
TRX8063339698,C9203221700,2025-01-08,23:31:02,468.36,TRY,Para Yatırma,Mobil Uygulama,Samsung S21,248.22.106.112,Adana,Banka Kartı,Giyim,1
TRX4731843656,C8756419169,2024-12-24,22:56:51,40.46,USD,Alışveriş,Web,Samsung S23,10.206.200.91,Antalya,Ön Ödemeli,Market,0
TRX0876792538,C5498800545,2024-04-16,05:43:16,122.86,USD,Havale/EFT,Mobil Uygulama,Android Tablet,40.103.235.86,,Kredi Kartı,Seyahat,0
TRX3479421815,C6212250779,2024-11-30,05:37:11,21.29,TRY,Alışveriş,Web,Android Tablet,231.148.73.245,Adana,Kredi Kartı,Sağlık,0
TRX8164086220,C0773102202,2024-01-26,02:46:12,92.97,TRY,Fatura Ödeme,ATM,iPhone 13,1.50.212.147,Tekirdağ,Banka Kartı,Seyahat,0
TRX4515209001,C6398556539,2025-09-30,15:22:49,51.81,TRY,,Mobil Uygulama,Android Tablet,213.75.106.235,Şanlıurfa,,Elektronik,0
TRX1045328598,C6750879101,2025-12-20,22:07:53,95.33,USD,Alışveriş,Mobil Uygulama,Windows PC,232.39.237.80,Gaziantep,Ön Ödemeli,Akaryakıt,0
TRX4729382915,C5140670573,29-01-2025,06:00:11,54.05,GBP,Havale/EFT,Mobil Uygulama,Windows PC,10.234.190.98,İstanbul,,Kuyumcu,0
TRX2412177041,C1841806787,,19:06:48,79.19,TRY,Para Yatırma,POS,Android Tablet,5.97.133.73,,Banka Kartı,Abonelik,0
TRX2774007767,C5413001167,2025-03-28,09:41:02,23.04,TRY,Alışveriş,POS,MacBook,46.29.136.144,Samsun,Kredi Kartı,Seyahat,0
TRX7336921208,C1401040053,2024-07-18,12:59:00,153.15,EUR,Alışveriş,Mobil Uygulama,Samsung S21,38.165.11.20,Antalya,Sanal Kart,Akaryakıt,0
TRX8321485170,C7837479405,2024-06-09,13:41:51,61.47,TRY,Havale/EFT,Mobil Uygulama,iPhone 14 Pro,243.55.170.230,Şanlıurfa,Kredi Kartı,Akaryakıt,0
TRX5885298436,C9443877452,2024-01-19,03:44:09,298.4,TRY,Fatura Ödeme,Web,Windows PC,214.233.237.233,Gaziantep,Kredi Kartı,Abonelik,0
TRX7151150645,C3906047156,12/07/2025,06:10:56,"94,17",EUR,Alışveriş,,,147.246.246.230,İstanbul,Kredi Kartı,Eğlence,0
TRX8263245071,C5854993904,2025-04-29,10:21:32,413.53,TRY,İade,POS,iPhone 14 Pro,100.28.51.32,Muğla,Banka Kartı,Abonelik,0
TRX4271831086,C7750263112,20-05-2024,14:54:18,,TRY,Para Yatırma,Mobil Uygulama,,97.222.242.158,İzmir,Kredi Kartı,Giyim,0
TRX0101946347,C2382764246,2025-10-24,03:23:29,100.16,TRY,,Web,iPhone 14 Pro,230.51.45.85,Adana,Kredi Kartı,Sağlık,0
TRX6893845544,C3331113630,2024/02/16,13:56:02,86.01,TRY,Alışveriş,Web,iPhone 13,17.16.188.201,İstanbul,Kredi Kartı,,0
TRX7764836098,C9490234862,2024-12-24,17:12:25,150.02 TL,TRY,Para Çekme,Web,Samsung S23,74.206.181.110,Mersin,Banka Kartı,Market,0
TRX6139098249,C5982695021,2024-01-16,08:15:28,110.87,TRY,Alışveriş,,Huawei P40,115.208.122.29,Tekirdağ,Kredi Kartı,Sağlık,0
TRX4066966494,C2120231064,2025-05-22,12:59:54,90.35,TRY,Para Çekme,Mobil Uygulama,Xiaomi Mi 11,5.70.38.51,Şanlıurfa,Kredi Kartı,E-Ticaret,0
TRX2846261297,C7210447337,2025-01-01,21:09:40,,EUR,Havale/EFT,Web,Samsung S23,175.193.47.166,,Kredi Kartı,Akaryakıt,0
TRX7393282975,C0591453606,2025-12-27,04:35:06,159.09,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,140.47.139.39,Diyarbakır,Sanal Kart,Abonelik,0
TRX8474359957,C2105155182,2025-04-23,21:37:39,86.55,TRY,Alışveriş,Web,Samsung S23,187.103.123.101,Eskişehir,Banka Kartı,Sağlık,0
TRX2319685703,C8153072698,2025-01-03,04:09:12,43.16,TRY,Havale/EFT,Web,Huawei P40,162.154.134.125,Diyarbakır,Sanal Kart,Market,1
TRX6435356182,C7960597210,2024-11-24,19:06:36,322.99,TRY,Para Çekme,Web,Windows PC,147.119.201.68,Trabzon,Sanal Kart,Kuyumcu,0
TRX1884997297,C1523887247,2025-09-11,08:29:07,31.07,TRY,Alışveriş,Mobil Uygulama,,,Gaziantep,Ön Ödemeli,,0
TRX0293823744,C4011870311,2025-09-24,18:27:48,165.83,TRY,Para Çekme,Web,iPhone 13,22.13.248.185,,Banka Kartı,Market,0
TRX7117321664,C0655114059,2024-09-21,15:47:03,186.41,,Alışveriş,Mobil Uygulama,MacBook,152.31.172.62,Tekirdağ,Kredi Kartı,Eğlence,0
TRX9376295327,C5590272736,2025-12-17,21:29:00,69.94,TRY,Alışveriş,ATM,Windows PC,110.1.76.169,Ankara,Sanal Kart,Sağlık,0
TRX2368342844,C3167915780,10.01.2024,02:49:19,162.52,TRY,Para Çekme,Web,Xiaomi Mi 11,221.42.138.179,Balıkesir,Banka Kartı,Akaryakıt,0
TRX3516128174,C4590244402,2025-10-03,13:27:01,,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,243.48.74.105,Mersin,Banka Kartı,Yemek,0
TRX5480890935,C1910949370,2025-10-11,23:17:09,63.71,TRY,Alışveriş,Mobil Uygulama,Huawei P40,124.184.153.182,Tekirdağ,Banka Kartı,E-Ticaret,0
TRX7057342843,C6658309825,2024-10-10,01:03:54,101.12,TRY,Alışveriş,POS,Win pc,,Bursa,Kredi Kartı,Akaryakıt,0
TRX3938430524,C0656438870,2025-12-24,,179.09,TRY,Havale/EFT,Mobil Uygulama,Xiaomi Mi 11,163.81.203.28,,Kredi Kartı,Akaryakıt,0
TRX7331477092,C1134148648,2025-01-05,02:49:03,70.55,USD,Alışveriş,Mobil Uygulama,Samsng S23,246.107.50.27,Ankara,Kredi Kartı,Yemek,0
TRX8405757888,C5764866481,,04:03:59,161.73,TRY,Alışveriş,Web,iPhone 13,141.243.150.44,Bursa,Kredi Kartı,Eğlence,0
TRX0586211721,C7272908586,2024-09-23,15:23:32,86.46,TRY,Alışveriş,Web,MacBook,174.2.241.159,Şanlıurfa,Kredi Kartı,Yemek,0
TRX3271354524,C3179887477,2025-05-09,05:01:44,43.28,TRY,Alışveriş,ATM,MacBook,130.192.252.100,Kocaeli,Banka Kartı,E-Ticaret,0
TRX0181692161,C2026310645,,01:06:53,12.73,USD,Fatura Ödeme,,Huawei P40,128.62.193.82,Eskişehir,Kredi Kartı,,0
TRX5353394432,C2985164578,2025-06-23,09:28:44,2301.0,TRY,Fatura Ödeme,Web,Windows PC,217.102.152.113,Tekirdağ,Kredi Kartı,,0
TRX9706593855,C9110780006,2025-10-13,16:00:44,6.38,TRY,Alışveriş,POS,MacBook,253.152.1.244,Kayseri,Kredi Kartı,Akaryakıt,0
TRX2269809876,C0816858188,2025-10-22,23:41:13,134.48,USD,Havale/EFT,Mobil Uygulama,Android Tablet,,Kocaeli,Kredi Kartı,,0
TRX7157377201,C9129655337,2025-05-03,15:23:33,98.78,TRY,Alışveriş,Mobil Uygulama,Windows PC,165.89.138.113,Tekirdağ,Banka Kartı,Elektronik,0
TRX7480293262,C0834743700,2025-05-28,13:29:38,23.86,TRY,Alışveriş,,Android Tablet,230.23.232.44,Muğla,Kredi Kartı,Yemek,0
TRX0624176194,C2369333326,2024-05-25,12:44:40,18.79,TRY,Havale/EFT,POS,iPhone 13,148.98.188.199,Eskişehir,Banka Kartı,Yemek,0
TRX1473300575,C1085269727,,13:45:16,74.18,EUR,Havale/EFT,Mobil Uygulama,iPhone 13,92.105.232.51,Eskişehir,Kredi Kartı,Eğlence,0
TRX1681599532,C0216905486,2025-03-18,15:53:16,"151,62",TRY,,,Windows PC,187.178.6.108,Muğla,Kredi Kartı,Giyim,0
TRX1557996286,C6578202890,,,46.71,,Alışveriş,POS,Android Tablet,,Tekirdağ,Kredi Kartı,Eğlence,0
TRX1985219286,C6848436993,2024-12-04,16:19:19,,USD,Alışveriş,Mobil Uygulama,Samsung S21,19.45.121.106,Mersin,Kredi Kartı,Seyahat,0
TRX8979957521,C1985537332,2024-10-18,06:54:35,36.15,TRY,Para Çekme,ATM,iPhone 13,140.89.17.44,Samsun,Kredi Kartı,Kuyumcu,0
TRX5679283832,C6598771912,2025-07-08,18:39:42,73.82,TRY,Havale/EFT,Mobil Uygulama,iPhone 14 Pro,96.11.154.67,Samsun,Kredi Kartı,Sağlık,0
TRX4644301786,C2364513240,2024-04-11,00:34:22,61.41 TL,,Alışveriş,Mobil Uygulama,Samsung S21,117.99.13.53,İstanbul,Kredi Kartı,Akaryakıt,0
TRX7166804025,C8663714270,2024-06-15,,5031.28,,İade,Web,MacBook,,İstanbul,Banka Kartı,Seyahat,0
TRX0529855667,C4289621013,2025-11-12,19:13:37,88.96,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,189.116.75.133,Eskişehir,Kredi Kartı,E-Ticaret,0
TRX8660252268,C6502425998,,22:10:03,40.0,TRY,Alışveriş,POS,Windows PC,130.89.15.105,Kocaeli,Kredi Kartı,Yemek,0
TRX7647379899,C4600462752,2025-12-26,23:54:18,68.33,TRY,Alışveriş,Web,Windows PC,38.206.49.228,,Kredi Kartı,Market,0
TRX2746600834,C0496269930,2025-02-09,16:17:27,33.77,TRY,Alışveriş,,Xiaomi Mi 11,74.95.228.224,Mersin,Banka Kartı,Giyim,0
TRX6498751712,C9777883696,2024-01-19,17:24:32,44.66,TRY,Alışveriş,POS,Samsung S21,24.161.91.96,Samsun,Banka Kartı,E-Ticaret,0
TRX4377915066,C0890234453,,07:31:19,20.76,GBP,Fatura Ödeme,POS,Windows PC,202.9.88.190,Gaziantep,Kredi Kartı,Seyahat,0
TRX2351473090,C2868855675,2025-06-20,19:34:32,63.06,TRY,Alışveriş,Web,iPhone 13,23.177.244.151,İzmir,Kredi Kartı,Akaryakıt,0
